voice_id,name,description,language,locale,gender,age,accent,category,descriptive,use_case,preview_url
yS7aiYdIV6YnJ3ZFcQZA,"Nari - Bright, Lively and Youthful",A mature Vietnamese male speaker with a southern accent provides a piece of advice in an informative and educational style.,vi,vi-VN,male,mature,southern,professional,mature,informative_educational,https://storage.googleapis.com/eleven-public-prod/database/user/Yg6wPYZuRlQ3fZ8MOx02WQGiVTQ2/voices/yS7aiYdIV6YnJ3ZFcQZA/ee162e47-1170-46a9-b80c-d8cc9b41eee7.mp3
QocxxnxEa0x8mrL2d4VT,"Zara - Warm, Natural and Expressive","A polite, soft, and professional female voice expresses gratitude in Vietnamese.",vi,vi-VN,female,young,standard,professional,professional,conversational,https://storage.googleapis.com/eleven-public-prod/database/user/48yTL0S0RkaHfoTzcR911EeNeGt1/voices/QocxxnxEa0x8mrL2d4VT/FV06WB8AFJlH61mAFqNO.mp3
0eXHGNoETNSO4IGTBKno,"Nam - Calm, Smooth and Relaxed","The speaker delivers a message about family blessings in a standard, calm tone, suitable for use in educational contexts.",vi,vi-VN,female,young,standard,professional,calm,informative_educational,https://storage.googleapis.com/eleven-public-prod/database/user/nSvcpdpa1CfEdIF9i0lgfhK6dOw1/voices/0eXHGNoETNSO4IGTBKno/f2eeeb94-bcea-4d19-bfe5-a2a5f70d5942.mp3
mTMLdrFZdBqiPUW1W47D,"Cuong Pham - Deep, Strong and Forceful",The speaker delivers a confident and professional message in Vietnamese with a standard accent.,vi,vi-VN,male,middle_aged,standard,professional,confident,informative_educational,https://storage.googleapis.com/eleven-public-prod/database/user/cbuHncRZKtMjLQuaYkw9hcJvR1F2/voices/mTMLdrFZdBqiPUW1W47D/393f006b-f1dc-471c-9765-ca43a80a625b.mp3
RxhjHDfpO54FYotYtKpw,"Phong - Warm, Clear and Expressive",The speaker delivers a narrative about the past with a reflective and mature tone.,vi,vi-VN,male,middle_aged,standard,professional,mature,narrative_story,https://storage.googleapis.com/eleven-public-prod/database/user/XAJCCxJbqPbEF70aoiI1FyjULJQ2/voices/RxhjHDfpO54FYotYtKpw/gf3p8d9Qw6M008W63OAL.mp3
MqsnLOwcpkRUz9a4AhNi,"Phương - Gentle, Informative Doctor",The speaker is a middle-aged male with a standard accent who delivers a professional and informative message.,vi,vi-VN,male,middle_aged,standard,professional,professional,informative_educational,https://storage.googleapis.com/eleven-public-prod/database/user/U3lEQppSKBMmY21PvDnvVGSnafy2/voices/MqsnLOwcpkRUz9a4AhNi/GyfRFNvyAjrnQH4jp8UD.mp3
9w5lSVhu8VnBEqFqdrD9,"Hop Le - Clear, Emphatic and Expressive",The speaker delivers a confident and professional message in a clear and instructional tone.,vi,vi-VN,male,middle-aged,standard,professional,confident,informative_educational,https://storage.googleapis.com/eleven-public-prod/database/user/XPTgx2CdlHYseLc6gkaTAwL5f5p2/voices/9w5lSVhu8VnBEqFqdrD9/49vdDnP3WH2x6qXTXAfr.mp3
N8ES35RJ1GXQGHhdiimy,"Rin Dinh - Deep, Warm and Serious",The speaker is a middle-aged male with a standard accent speaking with a narrative style in a professional and informative tone.,vi,vi-VN,male,middle_aged,standard,professional,professional,narrative_story,https://storage.googleapis.com/eleven-public-prod/database/user/R653nCUGliXs3b6IzPRN4H7qEN92/voices/N8ES35RJ1GXQGHhdiimy/38989078-e568-414b-981f-86ad38e56775.mp3
aN7cv9yXNrfIR87bDmyD,Ninh Đôn – Deep & Warm,The speaker delivers a confident and professional message with a calm tone.,vi,vi-VN,male,middle_aged,standard,professional,confident,informative_educational,https://storage.googleapis.com/eleven-public-prod/database/user/sOwFF8ejIvSefUvvGpTJ63HXubh1/voices/aN7cv9yXNrfIR87bDmyD/hfxx2raRzt2YVxtQiM8H.mp3
558B1EcdabtcSdleer40,"Thảo - Soft, Calm and Gentle",The speaker delivers a calm and professional narrative in a storytelling tone.,vi,vi-VN,female,young,standard,professional,calm,narrative_story,https://storage.googleapis.com/eleven-public-prod/database/user/DxkgIq1vnwhTYa8uL32YhmxjMou2/voices/558B1EcdabtcSdleer40/3gFzJJf8SfUG0fPjLHVQ.mp3
DTLhW2kDOWq9IAPipCcu,"Hung - Clear, Distinct and Emphatic",The speaker delivers a confident and professional message in Vietnamese with a standard accent.,vi,vi-VN,male,middle-aged,standard,professional,confident,informative_educational,https://storage.googleapis.com/eleven-public-prod/database/user/t1yDgQ257lhQQZXLRNNYdFcypL63/voices/DTLhW2kDOWq9IAPipCcu/7f886a03-97f1-45c0-ab62-18aade483c39.mp3
d5HVupAWCwe4e6GvMCAL,"Mai - Natural, Bright and Authentic","The speaker delivers a professional message with a bright, clear, and natural tone, suitable for informative or educational purposes.",vi,vi-VN,female,young,standard,professional,professional,informative_educational,https://storage.googleapis.com/eleven-public-prod/database/user/nC20Y9bj9MP3UfzmgV2UyqTyISu2/voices/d5HVupAWCwe4e6GvMCAL/AiQpA1F3HAiST2pCXpaR.mp3
xVv8qLTTnsYnrysc2Lx4,"Thai - Deep, Formal and Professional",The speaker delivers a confident and professional message in a clear and standard tone.,vi,vi-VN,male,young,standard,professional,confident,informative_educational,https://storage.googleapis.com/eleven-public-prod/database/user/n8ePpixCSKc9ZNARZitYmbgK3ow1/voices/xVv8qLTTnsYnrysc2Lx4/b60710b9-cdf2-4b3a-a163-7fcb015045cc.mp3
ipTvfDXAg1zowfF1rv9w,"Hoàng Đặng - Deep, Smooth and Resonant",The speaker has a professional and confident tone suitable for informative content.,vi,vi-VN,male,middle_aged,standard,professional,confident,informative_educational,https://storage.googleapis.com/eleven-public-prod/database/user/qRLQOhdIxeR3oXxpGmq8dZQfVe62/voices/ipTvfDXAg1zowfF1rv9w/XJVPm3UlqPW1BSDiPVsu.mp3
A5w1fw5x0uXded1LDvZp,Nhu - Calm and Confident,"Giọng nữ chuẩn Hà Nội phù hợp với sách nói, quảng cáo và bài giảng.",vi,vi-VN,female,young,standard,professional,professional,informative_educational,https://storage.googleapis.com/eleven-public-prod/database/user/e8cFAZ3jguXZnISE72DJv52u8dt2/voices/A5w1fw5x0uXded1LDvZp/Pl44dvqAAGrwxZEta7mE.mp3
X0V9HEDEuaVhVqzVPUKM,"Giang - Warm, Confident and Inspiring",The speaker delivers an informative message with a crisp tone of voice.,vi,vi-VN,female,young,standard,high_quality,crisp,informative_educational,https://storage.googleapis.com/eleven-public-prod/database/user/D8Dzh8YvBEMO0U2AmdFNDkeIKjq1/voices/X0V9HEDEuaVhVqzVPUKM/d2a848d5-704d-460c-b12c-ce5a2ac12149.mp3
oN0q7mZB5kootbGrbqix,"Emma - Calm, Soothing and Mature","The speaker delivers a mature, reflective message with a calm and professional tone in Vietnamese, suitable for informative or educational purposes.",vi,vi-VN,female,middle-aged,standard,professional,mature,informative_educational,https://storage.googleapis.com/eleven-public-prod/database/user/4fXcwZZ81HSHYjr4FLqjLxT5plN2/voices/oN0q7mZB5kootbGrbqix/DnCt8WWiGa7SVPz2mdty.mp3
TIQkE9DDukawEm00ejgd,Triet Ngo - Authoritative and Confident,"The speaker delivers advice in an informative, educational tone using a standard accent in Vietnamese.",vi,vi-VN,female,young,standard,professional,professional,informative_educational,https://storage.googleapis.com/eleven-public-prod/database/user/r9I9DnwygHP3lwOXtjFzLBpmXA23/voices/TIQkE9DDukawEm00ejgd/eba98d40-424a-4f5f-bd54-f091c096c681.mp3
QtiWG8SzdwWbDkee1llf,"Phi - Warm, Sincere and Measured","The speaker has a professional, mature, and calm voice that is suitable for an informative or educational use case.",vi,vi-VN,male,middle_aged,standard,professional,professional,informative_educational,https://storage.googleapis.com/eleven-public-prod/database/user/nYc9sLncligYnPtUuli1QLZm3EQ2/voices/QtiWG8SzdwWbDkee1llf/5bb16e1c-c7af-4a1b-bc32-be5e227885ba.mp3
RmcV9cAq1TByxNSgbii7,My - Soft and Warm Narrator,The speaker speaks with a calm and gentle tone in Vietnamese.,vi,vi-VN,female,young,standard,high_quality,gentle,conversational,https://storage.googleapis.com/eleven-public-prod/database/user/NGzPfqnWuWSo142RllsvSRPXMPX2/voices/RmcV9cAq1TByxNSgbii7/4l1AWooECg9qi9xlhmBb.mp3
ux9eagR6pSyxgfunaGxo,"Xuan Toan - Clear, Calm and Articulate","The speaker delivers information in a professional, neutral tone suitable for educational content.",vi,vi-VN,male,middle_aged,standard,professional,professional,informative_educational,https://storage.googleapis.com/eleven-public-prod/database/user/aBmFJMvvyOepDYyBxGHK6lz3kXR2/voices/ux9eagR6pSyxgfunaGxo/483fd238-e21f-42e1-91a6-a91f8aac6e6e.mp3
ywBZEqUhld86Jeajq94o,"Anh - Warm, Calm and Deep",The speaker delivers an informative and professional summary about a painting with a mature and calm tone.,vi,vi-VN,male,middle_aged,standard,professional,professional,informative_educational,https://storage.googleapis.com/eleven-public-prod/database/user/FEB1u5o3JcOVxpX1xcvd1niBiJ63/voices/ywBZEqUhld86Jeajq94o/KNojikC1H5tpYfj1gkN7.mp3
JDbnZf9C4zfUzF0EuIch,"Sang Le - Warm, Steady and Emotional","The speaker delivers a confident and professional message in a clear and engaging manner, suitable for an advertisement.",vi,vi-VN,male,young,standard,professional,confident,advertisement,https://storage.googleapis.com/eleven-public-prod/database/user/zHed2jy3YcNyr7WQ07h0Cvscla43/voices/JDbnZf9C4zfUzF0EuIch/8fbcfa49-d3e3-41ea-88ae-6dba7963698b.mp3
Sd0vUjtPZLtmojfIMHMx,"Lily - Smooth, Soft and Appealing",The speaker speaks with a serious tone in a conversational manner.,vi,vi-VN,male,middle-aged,standard,professional,serious,conversational,https://storage.googleapis.com/eleven-public-prod/database/user/uIbgCfSfsjfijy9bjVnOGo9T1Ww2/voices/Sd0vUjtPZLtmojfIMHMx/889dbf5e-3d15-4088-a349-de53873f8c33.mp3
4a9d2yNlrzn6YEoy5ZWT,"Kyle - Calm, Clear and Emotional","The speaker has a professional, calm, and neutral voice, and uses it for informative and educational content.",vi,vi-VN,neutral,middle-aged,standard,professional,neutral,informative_educational,https://storage.googleapis.com/eleven-public-prod/database/user/ckESC8EqlCMMWqbRbhQWauD5Qkf2/voices/4a9d2yNlrzn6YEoy5ZWT/yET5FewHLHMNw2ELFuDp.mp3
GdbrbFjAI4wKg8XPPRWg,"Ky Nguyen - Calm, Clear and Professional",A man tells an old story in a calm voice for a narrative story.,vi,vi-VN,male,old,standard,professional,calm,narrative_story,https://storage.googleapis.com/eleven-public-prod/database/user/Ydocs89aongAhGp9t1TsGq71OsH2/voices/GdbrbFjAI4wKg8XPPRWg/teDScPvVklgjvy7Q5snA.mp3
7clfgAuss1M0JUYGlh1t,Phước - Vietnamese Narrator,A middle-aged male with a standard accent speaking in a casual style for entertainment purposes.,vi,vi-VN,male,middle-aged,standard,professional,casual,entertainment_tv,https://storage.googleapis.com/eleven-public-prod/database/user/9hnX6ZqJbbRC9Is3XbIhiIJxNjD2/voices/7clfgAuss1M0JUYGlh1t/a7d33c3c-21c9-4e85-b2e1-f7b3ea5c5dd9.mp3
mwLufM1J13N37It93eQN,"Tanny - Calm, Warm and Engaging",The speaker speaks with a serious tone in a narrative story style.,vi,vi-VN,male,middle-aged,standard,professional,serious,narrative_story,https://storage.googleapis.com/eleven-public-prod/database/user/ha5bhOJw63U4IC0GEBdGzgUfk2H3/voices/mwLufM1J13N37It93eQN/Q5IQVQhjDUZzaJjSgfxm.mp3
UsgbMVmY3U59ijwK5mdh,"Trieu Duong - Deep, Calm and Resonant","The speaker delivers a professional message with a mature, calm tone.",vi,vi-VN,male,middle-aged,standard,professional,mature,informative_educational,https://storage.googleapis.com/eleven-public-prod/database/user/ProIWShzwUO5DYZeocFNyvwiS4b2/voices/UsgbMVmY3U59ijwK5mdh/f900a040-0abe-47db-aeb4-c20b63056433.mp3
6DozafBK77YWCkMMr2Ok,Huynh Duong - Energetic and Confident,The speaker speaks with a casual tone in a professional context.,vi,vi-VN,male,middle_aged,standard,professional,casual,conversational,https://storage.googleapis.com/eleven-public-prod/database/user/kbWak3FtLFQjRcvFciaG5df8iTg2/voices/6DozafBK77YWCkMMr2Ok/921faf72-650e-4a59-9a90-8e59085a85fb.mp3
Y4Dv8VW6IGIXAJ67HiEv,"Quốc - Warm, Clear and Expressive","The speaker has a professional, calm, and neutral voice, and uses it for informative educational purposes.",vi,vi-VN,female,young,standard,professional,neutral,informative_educational,https://storage.googleapis.com/eleven-public-prod/database/user/OlXiU071PrWVe554lY6Tg3BJzgU2/voices/Y4Dv8VW6IGIXAJ67HiEv/974af4ec-70f2-4376-8387-2fa3f8fd19b0.mp3
eMZSaad4tZC98eLRlyKT,"Huyen - Clear, Confident Narrator","The speaker has a professional, mature, and calm voice that sounds perfect for providing informative educational content.",vi,vi-VN,female,middle-aged,standard,professional,professional,informative_educational,https://storage.googleapis.com/eleven-public-prod/database/user/mGkjudKxLSX9qp6FgBwBDDm4li63/voices/eMZSaad4tZC98eLRlyKT/e8217db9-19ff-4177-b965-a4568b784465.mp3
DvG3I1kDzdBY3u4EzYh6,Ngân Nguyễn - Inspirational Narrator,"A calm, professional voice over conveying a message of inner self-discovery.",vi,vi-VN,female,middle_aged,standard,professional,calm,informative_educational,https://storage.googleapis.com/eleven-public-prod/database/user/c5kdJCTo3aQsVqw7FFXb2kaipb83/voices/DvG3I1kDzdBY3u4EzYh6/kRT5dcb4XivyKhNI8DwA.mp3
QU8w26MMkEgMWCbCiebE,"Tim - Deep, Warm and Resonant",The speaker speaks with a calm and gentle tone in Vietnamese.,vi,vi-VN,female,middle-aged,standard,professional,calm,narrative_story,https://storage.googleapis.com/eleven-public-prod/database/user/SaAUURaggCYUPxgfeBSLURO5q732/voices/QU8w26MMkEgMWCbCiebE/0986c96f-45a8-4cae-8b43-40e1b36c8848.mp3
iSFxP4Z6YNcx9OXl62Ic,"Viên - Narrative, Warm and Clear",The speaker speaks with a calm tone in a conversational context.,vi,vi-VN,female,young,standard,high_quality,calm,conversational,https://storage.googleapis.com/eleven-public-prod/database/user/jPgCa3x52PQpWUqTcJn7Cjv4teV2/voices/iSFxP4Z6YNcx9OXl62Ic/a200d54c-0858-4812-a64f-811b882abd13.mp3
Wzj3w9OuQFcoiuKPnk3j,Luci - Vietnamese Narrator,"The speaker delivers information in a professional, neutral tone suitable for educational content.",vi,vi-VN,male,middle_aged,standard,professional,professional,informative_educational,https://storage.googleapis.com/eleven-public-prod/database/user/bhNBU3J04YfAauJlCxDCnDtBFee2/voices/Wzj3w9OuQFcoiuKPnk3j/NGvwmqZgS1hjQMDJmQxY.mp3
szlbmCOTZzG1seZ82nZs,"Mai Hoàng - Clear, Lively and Agile","The speaker delivers a professional message with a calm and mature tone, intended for a narrative story.",vi,vi-VN,female,middle-aged,standard,professional,calm,narrative_story,https://storage.googleapis.com/eleven-public-prod/database/user/5trMntiyBqN8o1xHozy6jDYiHBt2/voices/szlbmCOTZzG1seZ82nZs/6a7df1ee-b303-4578-afe1-795fcf8cafbc.mp3
BLeuF5fPXWSDAwZScbTY,"Dahlia - Clear, Dry and Informative",The speaker provides a list of vegetables that help prevent cancer with a professional tone suitable for informative content.,vi,vi-VN,female,young,standard,professional,professional,informative_educational,https://storage.googleapis.com/eleven-public-prod/database/user/GNzBdeSMNucDPk9qFoKmwYSbv4B3/voices/BLeuF5fPXWSDAwZScbTY/2awnnvTMNflo9QumeqHi.mp3
pFEtwO9FWuRIINWTs00y,"Ngọc - Warm, Smooth and Sincere",The speaker speaks with a professional tone in a informative educational style.,vi,vi-VN,male,middle_aged,standard,professional,professional,informative_educational,https://storage.googleapis.com/eleven-public-prod/database/user/WUtqzDGTl8NpluT0EoF0Gd3NG473/voices/pFEtwO9FWuRIINWTs00y/eb0db59e-b638-441e-bf0e-927cb3596efe.mp3
KpzB5RgCRuVkUlZeY6wb,"Trinh - Bright, Clear and Steady",A male speaker with a Vietnamese accent uses a confident tone in an informative educational context.,vi,vi-VN,male,young,standard,high_quality,confident,informative_educational,https://storage.googleapis.com/eleven-public-prod/database/user/SzxPjoVS1faLLltt3mHhbQBI9s33/voices/KpzB5RgCRuVkUlZeY6wb/0146408b-5077-4e99-9d85-3f7716a0a216.mp3
HQZkBNMmZF5aISnrU842,"Ly - Clear, Calm Master of Ceremonies","The speaker delivers a calm and professional message, suitable for an informative or educational use case.",vi,vi-VN,female,young,standard,professional,calm,informative_educational,https://storage.googleapis.com/eleven-public-prod/database/user/h3ZsMzAhH8cGBa9cNI8JXOFQwtY2/voices/HQZkBNMmZF5aISnrU842/87183e43-5f71-4568-af78-553445ee0911.mp3
OZ41k7uYyV1AwlxmkRx0,"Loi - Clear, Steady and Professional","This is a professional, high quality, and mature voice with a standard accent, suitable for informative educational purposes.",vi,vi-VN,male,middle_aged,standard,professional,mature,informative_educational,https://storage.googleapis.com/eleven-public-prod/database/user/i3zOmWix2hd8ZNUHow5V4Hev4503/voices/OZ41k7uYyV1AwlxmkRx0/3992e471-e095-461a-8edd-f27e04dbc45e.mp3
jydR2VHYWfW6Yi35URqJ,"William - Formal, Measured and Sincere",The speaker speaks with a professional tone in a way that sounds like an informative educational piece.,vi,vi-VN,male,middle_aged,standard,professional,professional,informative_educational,https://storage.googleapis.com/eleven-public-prod/database/user/6YS9ppPduBOiXZjYcxWA3eiPBhb2/voices/jydR2VHYWfW6Yi35URqJ/7bdd9ae9-526f-4f94-b879-a8317092c090.mp3
VkftF4RyfVI5yIYa6wFa,"Huy Bùi - Firm, Calm and Professional",The speaker delivers a message with a conversational tone in Vietnamese with a northern accent.,vi,vi-VN,male,middle_aged,northern,professional,casual,conversational,https://storage.googleapis.com/eleven-public-prod/database/user/bWhNSzzTdsd5mfBOgsvUylcJIYE2/voices/VkftF4RyfVI5yIYa6wFa/f08690de-7f58-4eda-90e5-4cb4f421b2ef.mp3
BUPPIXeDaJWBz696iXRS,"Dũng - Poetic, Deep and Resonant",The speaker delivers a professional narrative with a calm tone in Vietnamese.,vi,vi-VN,male,middle-aged,standard,professional,calm,narrative_story,https://storage.googleapis.com/eleven-public-prod/database/user/k2TSCRn9VRVf6lURD8l9LXgeMXI3/voices/BUPPIXeDaJWBz696iXRS/0d5e5718-e604-4df0-9639-f58cb86784d1.mp3
JYT6xPLD3LGl0ui3YXNq,Khanh - Dynamic and Conversational,"A man speaks with a calm and mature tone, narrating a piece with a professional quality suitable for entertainment TV.",vi,vi-VN,male,middle_aged,standard,professional,mature,entertainment_tv,https://storage.googleapis.com/eleven-public-prod/database/user/9Gr3pwbt14Y6zEIuO8xzRyUg1t92/voices/JYT6xPLD3LGl0ui3YXNq/e28d3c2a-079a-4f83-b8e6-ae0e8c326530.mp3
7XOKiK112QRZRSLbCfMc,"Liam - Warm, Thoughtful and Determined","The speaker speaks with a crisp and serious tone in Vietnamese, suitable for informative or educational purposes.",vi,vi-VN,male,middle-aged,standard,professional,crisp,informative_educational,https://storage.googleapis.com/eleven-public-prod/database/user/MEfqrYLerOUFmgoFEm43Itfbl0l1/voices/7XOKiK112QRZRSLbCfMc/c98864dc-4616-4cf6-9119-b51a357680ae.mp3
3VnrjnYrskPMDsapTr8X,"Tung Dang - Deep, Warm and Resonant",The speaker speaks with a serious tone in a narrative style.,vi,vi-VN,male,middle-aged,standard,professional,serious,narrative_story,https://storage.googleapis.com/eleven-public-prod/database/user/COsSJJG6gjWu8B6HtAYraUqntxT2/voices/3VnrjnYrskPMDsapTr8X/rTtnskqz8S0pmuxMwNB3.mp3
M0rVwr32hdQ5UXpkI3ni,Hao - Warm and Gentle Narrator,A man speaks in a pleasant and confident tone in this snippet.,vi,vi-VN,male,middle_aged,standard,professional,pleasant,conversational,https://storage.googleapis.com/eleven-public-prod/database/user/vPhRu1PHR7TqGFJZ4bBlH9BiTmO2/voices/M0rVwr32hdQ5UXpkI3ni/TdQYzBzvE2L4Kns4yzi4.mp3
wvL4QjDMWwrrTQuXUYlw,"Simon - Strong, Clear and Motivational",The speaker delivers a professional and informative message in a calm tone.,vi,vi-VN,male,middle_aged,standard,professional,professional,informative_educational,https://storage.googleapis.com/eleven-public-prod/database/user/6Zt1ZPZThsOMUasUigILNIvJK9q2/voices/wvL4QjDMWwrrTQuXUYlw/9e21e9bc-5c29-43e9-a7f6-3c234b1acfa5.mp3
KkZEqzG4FfkIHMbzFAnu,"Nam - Clear, Firm and Steady",The speaker delivers a professional narrative story in Vietnamese with a calm tone.,vi,vi-VN,male,middle-aged,standard,professional,calm,narrative_story,https://storage.googleapis.com/eleven-public-prod/database/user/ltBMyaYdgRfNVgtXP6wNo2zA0fX2/voices/KkZEqzG4FfkIHMbzFAnu/e89f4b63-114a-4abd-a1ca-8213f9ae3cbc.mp3
faGOoglJYMOx2d1ya5l9,Xuan - Energetic and Motivational,The speaker delivers a professional and informative message in Vietnamese with a standard accent.,vi,vi-VN,male,middle_aged,standard,professional,professional,informative_educational,https://storage.googleapis.com/eleven-public-prod/database/user/csgyY4nh1Ufz0ftTjP8GlmmjHXE2/voices/faGOoglJYMOx2d1ya5l9/f41cb339-fac4-47c0-89c1-51ba1341cec0.mp3
BlZK9tHPU6XXjwOSIiYA,"Trang - Clear, Smooth and Direct",The speaker speaks with a professional tone suitable for informative content.,vi,vi-VN,female,young,standard,professional,professional,informative_educational,https://storage.googleapis.com/eleven-public-prod/database/user/sWaUHiGL96Yk2S2bX5HsxRaI9XS2/voices/BlZK9tHPU6XXjwOSIiYA/4847d94c-dc44-42db-ad21-fba7bb80f4ac.mp3
DXiwi9uoxet6zAiZXynP,"Hung Tran - Deep, Calm and Reflective","The speaker delivers advice in a professional tone, suitable for informative educational content.",vi,vi-VN,male,middle-aged,standard,professional,professional,informative_educational,https://storage.googleapis.com/eleven-public-prod/database/user/9QZhyEJVONUlQbf4qCXpQIsiWM02/voices/DXiwi9uoxet6zAiZXynP/ZXEyuqQ2pfxLEM30hsbr.mp3
FTYCiQT21H9XQvhRu0ch,"Trung - Soft, Smooth and Narrative","The speaker delivers a message in a calm and casual tone, suitable for informative educational purposes.",vi,vi-VN,male,middle-aged,standard,high_quality,calm,informative_educational,https://storage.googleapis.com/eleven-public-prod/database/user/9CKGEGlc24hvG3fABbarF04bjzI3/voices/FTYCiQT21H9XQvhRu0ch/efc9a24c-917d-49cb-a2ad-e2d28d121776.mp3
7WNWm0yUcEolHsfg5Bhk,"Sang Truong - Deep, Calm and Resonant","The speaker delivers a professional narrative with a mature and calm tone, intended for a narrative story.",vi,vi-VN,male,middle-aged,standard,professional,mature,narrative_story,https://storage.googleapis.com/eleven-public-prod/database/user/4PRUmk0fJ6YKE4YPswnXRi7WUvH2/voices/7WNWm0yUcEolHsfg5Bhk/75d5ce3c-175e-4479-a0e9-e0cd7d841745.mp3
5GqeT84PUduicivx0y5x,"Thang - Clear, Firm and Steady",The speaker delivers a calm and professional message with a calm tone.,vi,vi-VN,male,middle_aged,standard,professional,calm,informative_educational,https://storage.googleapis.com/eleven-public-prod/database/user/VWgjOrGSkKNB1nrK5AUKUj74zSK2/voices/5GqeT84PUduicivx0y5x/887d8f30-2cb6-4a22-8521-3b0c61748285.mp3
LPldyaIkUUSOPCRFrgYJ,"Hùng - Steady, Firm and Serious",The speaker delivers a confident and professional message in Vietnamese with a standard accent.,vi,vi-VN,male,middle-aged,standard,professional,confident,informative_educational,https://storage.googleapis.com/eleven-public-prod/database/user/8g4eGSy6nNftHbn2KMUBFwncSJg1/voices/LPldyaIkUUSOPCRFrgYJ/96a4a622-f41f-48d6-af9e-72337522bb9b.mp3
i5pAdlAfmoAYKmD5vJu5,Phong - Formal and Steady,A professional male announcer with a mature voice and standard accent provides informative and educational travel-related announcements.,vi,vi-VN,male,mature,standard,professional,professional,informative_educational,https://storage.googleapis.com/eleven-public-prod/database/user/ivhyv3eFi6Twrq3IrLdeu0G6Sm53/voices/i5pAdlAfmoAYKmD5vJu5/TgP5xkqvxs5YKcPSkM3a.mp3
sbaSITtJLv4yb3vIi67Z,"Nam - Calm, Warm Voice Actor","The speaker delivers a confident and professional advertisement message with a soft, warm tone.",vi,vi-VN,female,middle-aged,standard,professional,professional,advertisement,https://storage.googleapis.com/eleven-public-prod/database/user/smeWBu93fchNNoTZYpcvAVtADk72/voices/sbaSITtJLv4yb3vIi67Z/VfaiEckVm0oK3fYyWyrQ.mp3
pGapy9MNHCukzJtjavF0,"Hạnh - Smooth, Clear and Feminine","The speaker delivers a confident and professional message about skincare, suitable for a product advertisement.",vi,vi-VN,female,young,standard,professional,confident,advertisement,https://storage.googleapis.com/eleven-public-prod/database/user/Bm5uBjtRdZaw9bOLWjFEY09Qk842/voices/pGapy9MNHCukzJtjavF0/duQY8YxBOH1Nje7wdDiR.mp3
1l0C0QA9c9jN22EmWiB0,Jade - Clear and Natural Narrator,The speaker speaks with a calm and mature tone about their place of origin and their sense of pride in being from Da Nang.,vi,vi-VN,female,young,standard,professional,calm,narrative_story,https://storage.googleapis.com/eleven-public-prod/database/workspace/1e1bb97afeab43e996ceefadc09fce07/voices/1l0C0QA9c9jN22EmWiB0/vFO3lx21S99x88TEecy5.mp3
NSzi72jFi7P1JqCwPRuM,"Henry - Clear, Firm Master of Ceremonies","The speaker delivers a professional, informative narration in a mature and serious tone.",vi,vi-VN,male,middle_aged,standard,professional,professional,informative_educational,https://storage.googleapis.com/eleven-public-prod/database/user/luAlPmY2SjaETAJembza6ctDyIY2/voices/NSzi72jFi7P1JqCwPRuM/eRa8JPGgbqQs4gPdXuv6.mp3
XBDAUT8ybuJTTCoOLSUj,"Đức - Clear, Calm Master of Ceremonies","The speaker has a professional, calm tone, delivering information in a straightforward manner.",vi,vi-VN,male,middle_aged,standard,professional,professional,informative_educational,https://storage.googleapis.com/eleven-public-prod/database/user/Gt3WUmSM8Dfv53wkfk785cWUf4a2/voices/XBDAUT8ybuJTTCoOLSUj/NyApKgQVL7sSD5vQLGJl.mp3
WVkYyTxxVgMOsw1IIVL0,"Hieu Tran - Deep, Warm and Trustworthy","A calm, professional voice is delivering an informative message in Vietnamese.",vi,vi-VN,female,young,standard,professional,calm,informative_educational,https://storage.googleapis.com/eleven-public-prod/database/user/2Oka77lSZtfb0ZXzuGAHZf3WD9w1/voices/WVkYyTxxVgMOsw1IIVL0/b9cb80e5-89f1-4230-be86-42a35c8aa9a4.mp3
JxmKvRaNYFidf0N27Vng,Son Tran - Casual and Conversational,The speaker speaks with a professional tone while presenting information about social media policies.,vi,vi-VN,male,young,standard,professional,professional,social_media,https://storage.googleapis.com/eleven-public-prod/database/user/OymriXbgJoQbrYAIuB2fEDlSAqN2/voices/JxmKvRaNYFidf0N27Vng/Z9ia8B08GeSQQaW6SGSu.mp3
1d5Bb0SMBPB10Gx6iQeu,"Tung Dang - Warm, Calm and Gentle",The speaker speaks with a casual tone in this conversational piece.,vi,vi-VN,male,young,standard,professional,casual,conversational,https://storage.googleapis.com/eleven-public-prod/database/user/xySPRx6W6TVRFbUaO4ZV0zjYohF3/voices/1d5Bb0SMBPB10Gx6iQeu/4fa59491-5277-44eb-9cba-8338034d77b0.mp3
xPEfmymXC4WdBxGMznS7,"Tuyết - Crisp, Formal and Professional",The speaker delivers a high-quality advertisement with a professional and upbeat tone.,vi,vi-VN,female,young,standard,professional,upbeat,advertisement,https://storage.googleapis.com/eleven-public-prod/database/user/ZKWCW9ChxGcxXCQVbKs7dYbwcF52/voices/xPEfmymXC4WdBxGMznS7/xuq5fw3fKBo80gn9Ac5e.mp3
zIusdI28yOZPwIBus0aI,"Ân - Casual, Bubbly and Energetic",A young female speaks in a Vietnamese accent with a casual and upbeat tone in a conversational manner.,vi,vi-VN,female,young,standard,professional,upbeat,conversational,https://storage.googleapis.com/eleven-public-prod/database/user/vZEuPMj8jzNy2NleA2vKoY0Wrvn2/voices/zIusdI28yOZPwIBus0aI/ctAn5c5p35e6Zig8gzw7.mp3
